attrition,training_spend,education_level,job_title,gender_male,performance_rating,boss_rating_avg,salary,overtime_per_week,traveldays_per_year,lastpromotion_months
FALSE,2018,MSc or MBA,Developer,FALSE,2,3.1,5546,2,4,22
FALSE,1541,BSc,Junior developer,TRUE,3,4.1,4116,2,17,32
FALSE,1610,MSc or MBA,Associate,FALSE,3,2.9,5222,4,16,16
FALSE,2367,BSc,Junior developer,TRUE,3,2.8,3949,4,3,13
FALSE,2190,MSc or MBA,Junior developer,TRUE,3,3.1,3937,2,7,17
FALSE,2271,MSc or MBA,Senior designer,TRUE,3,3.5,6953,12,22,8
FALSE,2265,MSc or MBA,Designer,FALSE,4,2.6,4794,9,18,42
TRUE,1708,BSc,Associate,TRUE,3,2.4,5233,7,31,10
FALSE,2265,MSc or MBA,Senior developer,TRUE,2,3.4,6537,4,18,15
TRUE,1509,BSc,Junior designer,FALSE,3,1.4,3931,8,36,10
FALSE,2329,BSc,Business analyst,TRUE,2,2.6,3752,2,5,18
FALSE,2184,BSc,Junior developer,FALSE,5,2,4406,1,23,43
FALSE,1886,MSc or MBA,Associate,TRUE,2,2.5,4949,2,11,12
FALSE,1349,MSc or MBA,Developer,TRUE,1,1,5218,3,9,22
FALSE,2612,BSc,Associate,TRUE,4,3.8,5374,4,7,13
TRUE,2035,MSc or MBA,Developer,TRUE,2,2,5467,7,23,19
FALSE,1882,BSc,Business analyst,FALSE,3,3,4012,4,21,22
FALSE,2172,MSc or MBA,Developer,TRUE,3,3.1,5730,3,16,11
FALSE,2274,MSc or MBA,Junior designer,TRUE,4,2.2,4268,1,22,12
FALSE,1608,BSc,Junior developer,FALSE,2,2,3903,11,21,1
TRUE,1656,MSc or MBA,Junior developer,TRUE,2,1.9,3926,10,11,18
FALSE,2303,MSc or MBA,Principal consultant,TRUE,4,3.7,10213,4,20,20
FALSE,2325,BSc,Associate,TRUE,3,3.1,5115,1,20,13
FALSE,1896,BSc,Principal consultant,FALSE,4,3,10196,11,41,5
FALSE,2704,BSc,Consultant,TRUE,3,2.9,7538,3,9,14
FALSE,2503,BSc,Senior developer,TRUE,4,2.9,7125,7,15,27
FALSE,2339,BSc,Designer,FALSE,4,3.1,4822,1,25,38
FALSE,1682,DSc or PhD,Developer,FALSE,2,3.5,5450,2,31,9
FALSE,1944,MSc or MBA,Business analyst,TRUE,1,2.4,3619,1,21,22
FALSE,1833,BSc,Junior developer,TRUE,3,1.8,4101,1,22,45
FALSE,2356,MSc or MBA,Junior designer,FALSE,3,1.7,4109,3,21,11
FALSE,2231,MSc or MBA,Developer,FALSE,3,1.3,5725,6,8,10
FALSE,2064,MSc or MBA,Consultant,TRUE,3,3.7,7423,8,2,29
FALSE,2069,BSc,Business analyst,FALSE,3,4,4040,1,18,34
FALSE,1872,MSc or MBA,Senior designer,TRUE,4,4.7,7267,1,31,18
FALSE,1931,BSc,Junior designer,TRUE,4,3.8,4213,11,30,14
TRUE,1707,BSc,Junior developer,FALSE,3,4.6,4030,9,36,18
FALSE,1718,BSc,Junior developer,FALSE,2,3,3847,5,8,24
FALSE,1727,MSc or MBA,Designer,TRUE,3,3.8,4674,3,3,24
FALSE,1773,BSc,Junior developer,TRUE,4,3.2,4100,7,19,17
FALSE,1989,MSc or MBA,Junior developer,TRUE,3,3.5,4106,1,14,14
FALSE,1869,BSc,Junior designer,FALSE,2,3.1,3827,4,32,10
FALSE,1819,BSc,Designer,TRUE,2,4.8,4438,0,9,19
FALSE,1753,BSc,Developer,TRUE,3,3.3,5801,1,38,11
FALSE,1860,BSc,Junior developer,FALSE,2,3.5,3900,7,20,17
FALSE,1484,MSc or MBA,Lead developer,FALSE,3,3.4,9173,11,10,26
FALSE,2059,BSc,Designer,TRUE,3,3,4627,0,9,6
FALSE,1874,MSc or MBA,Junior designer,FALSE,4,3.6,4260,13,8,8
FALSE,1780,MSc or MBA,Business analyst,FALSE,3,3.7,3958,6,33,20
FALSE,1801,BSc,Consultant,TRUE,3,4.2,7522,5,22,13
FALSE,2044,BSc,Developer,TRUE,2,1.1,5528,5,16,10
FALSE,1929,BSc,Consultant,TRUE,2,1,7152,5,22,6
FALSE,1938,MSc or MBA,Junior developer,FALSE,1,1.6,3654,4,16,23
FALSE,2339,MSc or MBA,Business analyst,TRUE,5,2.5,4467,5,15,12
FALSE,2030,BSc,Junior designer,TRUE,4,3.5,4268,7,26,6
TRUE,1873,MSc or MBA,Junior designer,FALSE,2,2.8,3862,9,22,7
TRUE,2371,MSc or MBA,Lead designer,TRUE,3,2.7,8624,6,26,24
FALSE,2096,BSc,Designer,FALSE,3,2.5,4600,9,47,18
FALSE,1449,MSc or MBA,Junior designer,FALSE,3,2.7,3968,3,14,21
TRUE,1837,BSc,Business analyst,FALSE,3,2.1,3970,8,1,31
FALSE,1860,BSc,Developer,TRUE,4,3.2,5972,7,8,23
FALSE,2390,MSc or MBA,Junior designer,TRUE,4,4.3,4262,7,16,24
FALSE,2018,BSc,Associate,TRUE,4,2,5474,3,28,4
FALSE,2429,MSc or MBA,Junior developer,TRUE,3,3.5,3967,3,8,5
FALSE,1684,BSc,Associate,TRUE,2,1.4,4962,7,9,15
TRUE,1828,MSc or MBA,Designer,FALSE,2,2.4,4474,2,29,9
FALSE,1889,DSc or PhD,Lead designer,FALSE,3,3.4,8536,6,19,19
FALSE,2306,BSc,Junior developer,FALSE,2,4,3796,3,29,19
FALSE,2090,BSc,Developer,TRUE,3,2,5791,3,22,8
FALSE,2100,MSc or MBA,Junior designer,FALSE,4,3.6,4118,8,17,21
TRUE,1861,MSc or MBA,Designer,TRUE,2,3.8,4435,6,20,28
TRUE,2447,MSc or MBA,Associate,TRUE,4,2.9,5308,4,18,23
FALSE,2124,BSc,Business analyst,FALSE,2,3.1,3947,6,17,14
FALSE,1508,BSc,Senior developer,FALSE,3,4.2,6953,15,21,20
FALSE,2175,BSc,Associate,TRUE,3,2,5136,3,28,16
TRUE,1882,MSc or MBA,Developer,TRUE,1,3.7,5271,7,23,13
FALSE,1733,BSc,Business analyst,TRUE,1,2.7,3623,8,6,32
TRUE,1818,MSc or MBA,Junior designer,FALSE,2,2.3,3886,7,25,35
FALSE,1844,BSc,Junior developer,TRUE,2,3.1,3821,5,29,5
FALSE,1578,MSc or MBA,Junior designer,FALSE,3,2,4005,2,2,24
FALSE,2209,BSc,Junior designer,TRUE,4,2.3,4272,2,19,15
FALSE,2038,BSc,Junior designer,TRUE,3,3.1,3957,11,27,32
FALSE,1715,MSc or MBA,Junior developer,FALSE,2,3.2,3895,3,21,15
FALSE,2107,BSc,Junior designer,TRUE,3,1.7,3991,3,26,18
FALSE,1926,MSc or MBA,Senior designer,TRUE,3,1.5,6935,4,29,24
FALSE,2224,BSc,Principal consultant,FALSE,4,4.2,10103,1,11,18
FALSE,2172,BSc,Business analyst,FALSE,2,3.2,3883,2,27,20
FALSE,2138,BSc,Junior designer,TRUE,3,4.6,4103,8,19,16
FALSE,1905,BSc,Junior developer,TRUE,3,3.5,3959,6,12,18
FALSE,1826,MSc or MBA,Associate,TRUE,2,4.7,4860,2,37,16
FALSE,1948,BSc,Business analyst,FALSE,3,2.9,4084,6,40,10
FALSE,1684,BSc,Developer,TRUE,1,3.4,5297,4,20,25
FALSE,2542,MSc or MBA,Junior designer,FALSE,2,2.3,3833,3,7,9
FALSE,2302,BSc,Developer,FALSE,2,1.2,5569,0,36,10
FALSE,1719,BSc,Junior developer,TRUE,3,3.9,4110,10,19,14
FALSE,1899,BSc,Developer,FALSE,4,4.4,5912,9,25,22
FALSE,1883,MSc or MBA,Designer,FALSE,4,2.5,4747,8,5,20
TRUE,1979,MSc or MBA,Junior designer,FALSE,1,2.6,3662,4,37,15
FALSE,2063,MSc or MBA,Associate,FALSE,3,3.5,5148,2,22,13
FALSE,1989,BSc,Business analyst,FALSE,2,4.7,3926,3,16,12
FALSE,1944,BSc,Junior designer,FALSE,3,4.5,4010,6,28,12
TRUE,2379,MSc or MBA,Designer,TRUE,5,2,5086,7,14,13
FALSE,1613,MSc or MBA,Designer,TRUE,2,2.4,4339,5,36,14
FALSE,2146,MSc or MBA,Consultant,TRUE,4,2.4,7754,10,26,23
FALSE,2031,MSc or MBA,Junior designer,FALSE,5,3,4326,1,20,26
FALSE,2095,BSc,Senior developer,TRUE,3,2.5,6875,2,14,11
FALSE,1874,BSc,Junior developer,FALSE,2,3.9,3766,1,16,17
FALSE,1917,BSc,Junior developer,FALSE,3,3.9,4010,3,22,21
FALSE,1745,BSc,Junior designer,TRUE,3,2.2,3943,1,19,19
TRUE,1732,MSc or MBA,Designer,FALSE,3,1.2,4668,16,35,19
FALSE,2076,BSc,Junior developer,FALSE,5,3.3,4462,6,20,17
FALSE,2112,BSc,Senior developer,TRUE,4,1.4,7174,5,13,30
FALSE,2013,MSc or MBA,Junior designer,FALSE,2,2.7,3883,2,1,29
FALSE,2231,BSc,Consultant,TRUE,3,1.8,7413,4,32,11
FALSE,2513,BSc,Business analyst,FALSE,5,2.2,4355,6,17,23
FALSE,1877,MSc or MBA,Developer,TRUE,3,3.1,5679,1,6,34
FALSE,1423,MSc or MBA,Associate,FALSE,3,2.5,5247,1,11,20
TRUE,2251,MSc or MBA,Designer,TRUE,3,3.3,4515,2,45,23
FALSE,1823,MSc or MBA,Developer,TRUE,3,4.3,5796,9,7,22
FALSE,1828,BSc,Junior developer,FALSE,3,1.9,3974,5,23,10
TRUE,2256,BSc,Junior developer,TRUE,4,4,4129,6,2,28
FALSE,2045,BSc,Developer,TRUE,4,3.4,6026,10,18,25
FALSE,2001,BSc,Associate,TRUE,3,2.6,5224,2,18,34
FALSE,2096,BSc,Junior developer,TRUE,3,2.4,4030,5,29,15
TRUE,1907,MSc or MBA,Business analyst,TRUE,4,3.1,4102,12,19,24
FALSE,2161,BSc,Junior developer,TRUE,4,2,4247,8,36,11
FALSE,1945,BSc,Senior developer,TRUE,3,3.7,6933,2,27,16
FALSE,2274,BSc,Developer,TRUE,5,3,6260,10,31,18
TRUE,2109,MSc or MBA,Business analyst,FALSE,3,3.5,3990,9,20,6
TRUE,1919,MSc or MBA,Designer,FALSE,2,2.9,4473,11,23,11
FALSE,2248,BSc,Developer,FALSE,4,4.4,6076,5,15,5
FALSE,2060,BSc,Associate,TRUE,3,2.7,5106,4,20,26
FALSE,2340,BSc,Junior developer,FALSE,3,2,3947,7,24,19
FALSE,1850,BSc,Associate,FALSE,2,2.5,4978,2,23,16
TRUE,2547,BSc,Associate,TRUE,4,2.7,5375,8,42,21
FALSE,2383,MSc or MBA,Developer,TRUE,5,4.1,6345,6,20,8
FALSE,1941,MSc or MBA,Junior designer,FALSE,2,3,3931,2,27,16
FALSE,1822,BSc,Associate,TRUE,2,3.6,4911,10,38,6
FALSE,2064,MSc or MBA,Junior developer,FALSE,3,3,4092,3,27,21
TRUE,1938,BSc,Junior developer,TRUE,2,2.8,3765,0,31,17
FALSE,1913,BSc,Junior designer,FALSE,1,3.1,3752,4,25,24
FALSE,1762,MSc or MBA,Associate,FALSE,2,3.1,5011,2,12,23
FALSE,1989,BSc,Junior designer,FALSE,3,3.7,4010,5,29,13
FALSE,1804,BSc,Lead developer,TRUE,3,1.1,9266,3,19,4
FALSE,1583,BSc,Junior developer,FALSE,2,2.7,3811,2,27,28
FALSE,1905,BSc,Senior designer,TRUE,4,2.9,7265,2,24,7
FALSE,1856,MSc or MBA,Designer,TRUE,3,2.9,4586,13,11,8
FALSE,2152,BSc,Consultant,TRUE,3,3.3,7442,8,15,32
TRUE,1986,BSc,Junior designer,TRUE,2,3.1,3903,6,16,28
FALSE,2130,BSc,Business analyst,FALSE,3,2.9,4053,0,18,31
FALSE,2026,BSc,Developer,TRUE,4,2.8,6087,2,19,22
FALSE,1788,BSc,Junior developer,FALSE,2,1.4,3779,14,38,13
TRUE,2029,MSc or MBA,Developer,FALSE,4,3,5985,2,19,16
TRUE,1763,BSc,Junior designer,FALSE,3,3.6,3982,5,15,35
TRUE,1936,BSc,Associate,FALSE,2,1.2,5007,8,14,21
TRUE,2461,MSc or MBA,Developer,FALSE,3,2.8,5696,14,18,14
FALSE,2059,BSc,Junior designer,FALSE,4,2.9,4175,2,39,25
FALSE,2019,BSc,Consultant,TRUE,3,3,7452,6,17,33
FALSE,1760,BSc,Associate,FALSE,3,4,5207,1,6,13
FALSE,1982,MSc or MBA,Business analyst,FALSE,3,2.5,3981,1,30,16
FALSE,2361,BSc,Lead designer,TRUE,4,4.2,8946,11,19,21
FALSE,2113,MSc or MBA,Junior designer,FALSE,2,3.3,3891,4,14,20
FALSE,2010,BSc,Consultant,TRUE,3,2.4,7407,1,14,11
FALSE,1894,DSc or PhD,Senior designer,TRUE,4,2.4,7213,6,19,19
TRUE,2283,MSc or MBA,Developer,TRUE,5,2.6,6174,6,19,31
TRUE,1635,MSc or MBA,Developer,TRUE,1,2.6,5303,1,39,17
FALSE,2185,BSc,Business analyst,FALSE,3,2.6,3983,5,27,3
FALSE,1639,MSc or MBA,Senior designer,TRUE,3,2.6,6977,1,46,4
FALSE,2175,MSc or MBA,Consultant,TRUE,3,2.8,7458,3,14,5
FALSE,1934,BSc,Business analyst,TRUE,2,1.4,3775,7,15,21
FALSE,1607,MSc or MBA,Senior developer,TRUE,2,2.5,6626,4,18,16
FALSE,1621,BSc,Designer,TRUE,3,3.2,4677,8,19,8
FALSE,1600,BSc,Junior designer,FALSE,3,4,3985,3,12,18
FALSE,1867,BSc,Junior developer,FALSE,3,3.8,4005,11,21,15
TRUE,2172,BSc,Junior developer,TRUE,1,2.1,3640,6,23,21
FALSE,2525,BSc,Junior developer,TRUE,3,2.7,3951,3,29,31
TRUE,1678,MSc or MBA,Junior developer,TRUE,3,2.5,3966,9,20,26
FALSE,2197,BSc,Junior developer,TRUE,4,2.6,4186,1,33,27
FALSE,2192,BSc,Business analyst,TRUE,5,3.5,4433,1,18,23
TRUE,1970,BSc,Developer,FALSE,2,1.8,5585,6,19,5
FALSE,1930,BSc,Junior developer,FALSE,4,2.3,4173,4,16,8
FALSE,2141,DSc or PhD,Developer,FALSE,4,3,6075,2,22,19
FALSE,1907,BSc,Designer,TRUE,3,1.7,4518,6,26,0
FALSE,2244,BSc,Designer,FALSE,3,3,4690,7,30,18
FALSE,1906,MSc or MBA,Lead developer,FALSE,2,3.9,8896,1,22,13
FALSE,2263,MSc or MBA,Developer,TRUE,2,3.7,5523,1,39,35
TRUE,1738,MSc or MBA,Designer,TRUE,1,3,4256,8,21,30
FALSE,1685,BSc,Junior developer,TRUE,2,1,3778,0,17,14
TRUE,2159,MSc or MBA,Junior developer,FALSE,4,4.3,4122,6,17,26
FALSE,1879,BSc,Junior designer,TRUE,3,3.4,4090,2,8,19
TRUE,2129,BSc,Junior designer,TRUE,4,3.2,4269,4,24,8
FALSE,2092,MSc or MBA,Senior designer,TRUE,5,2.9,7487,7,15,22
TRUE,1946,BSc,Developer,TRUE,2,4.1,5591,6,16,21
FALSE,2016,BSc,Developer,FALSE,3,2.8,5751,8,15,18
FALSE,1991,BSc,Junior developer,FALSE,2,3.5,3800,6,22,22
FALSE,2532,MSc or MBA,Junior designer,FALSE,4,2.5,4246,1,0,10
FALSE,1815,BSc,Business analyst,FALSE,3,3.7,4074,5,28,13
FALSE,1726,DSc or PhD,Consultant,TRUE,2,3,7173,5,34,11
FALSE,2109,MSc or MBA,Consultant,FALSE,3,1.4,7379,11,29,21
FALSE,1885,BSc,Junior designer,FALSE,2,2.7,3824,6,10,18
FALSE,2316,BSc,Business analyst,TRUE,4,3.8,4106,0,19,24
TRUE,1913,BSc,Junior developer,TRUE,2,3.3,3852,9,37,37
FALSE,1784,BSc,Junior designer,TRUE,2,2.4,3860,3,25,22
FALSE,1951,MSc or MBA,Junior developer,TRUE,1,3.2,3670,2,43,2
FALSE,2277,BSc,Developer,FALSE,4,2.6,6039,1,7,36
FALSE,2021,BSc,Designer,FALSE,3,3.5,4654,13,19,38
FALSE,2189,BSc,Developer,FALSE,3,3,5814,7,1,26
FALSE,2054,MSc or MBA,Business analyst,FALSE,1,2.9,3739,10,11,11
FALSE,1919,BSc,Associate,FALSE,4,4.2,5301,6,28,29
FALSE,1672,MSc or MBA,Junior designer,FALSE,3,2.5,3998,8,19,19
FALSE,2499,MSc or MBA,Business analyst,FALSE,3,3.2,4085,2,30,31
FALSE,2150,MSc or MBA,Associate,TRUE,4,1.4,5477,1,37,10
TRUE,1687,BSc,Junior developer,FALSE,2,3.6,3918,8,16,13
FALSE,1847,BSc,Senior designer,TRUE,2,2.6,6586,2,25,27
FALSE,1704,MSc or MBA,Junior developer,TRUE,2,2.9,3848,4,8,8
FALSE,2550,MSc or MBA,Junior developer,TRUE,2,3.7,3874,2,5,16
FALSE,2136,BSc,Junior designer,TRUE,3,2.9,4045,1,26,6
FALSE,1803,BSc,Junior developer,TRUE,3,3.6,3980,7,22,17
FALSE,2413,MSc or MBA,Consultant,TRUE,2,3.9,7155,1,10,12
TRUE,1986,BSc,Junior developer,FALSE,1,2.7,3652,1,27,31
FALSE,2030,MSc or MBA,Junior designer,FALSE,2,2.2,3835,5,20,3
FALSE,2061,BSc,Developer,FALSE,4,2.7,5988,14,4,20
FALSE,2308,MSc or MBA,Designer,TRUE,4,3.7,4849,2,29,9
FALSE,1871,MSc or MBA,Associate,FALSE,3,2.4,5243,7,20,5
FALSE,1752,MSc or MBA,Senior developer,TRUE,3,3.8,6942,0,36,21
FALSE,2419,BSc,Junior developer,TRUE,2,3.5,3942,2,14,29
TRUE,1890,BSc,Designer,TRUE,2,4.3,4447,4,37,21
FALSE,1819,BSc,Business analyst,FALSE,3,1.3,4050,4,19,10
TRUE,1691,MSc or MBA,Consultant,TRUE,1,4.5,6885,9,6,7
FALSE,1857,BSc,Junior developer,FALSE,3,3.2,4121,6,14,23
FALSE,2154,MSc or MBA,Developer,TRUE,3,3.3,5734,4,2,15
FALSE,2277,BSc,Junior developer,TRUE,2,2.1,3852,2,19,22
FALSE,2177,BSc,Developer,TRUE,4,4.1,5975,9,35,35
FALSE,1909,BSc,Associate,TRUE,4,3.2,5306,6,24,26
FALSE,2015,MSc or MBA,Developer,TRUE,3,2.5,5745,3,17,9
FALSE,1824,BSc,Junior developer,TRUE,4,1.9,4183,10,16,21
TRUE,2221,BSc,Junior designer,FALSE,3,2.9,4035,7,26,16
TRUE,1977,MSc or MBA,Junior designer,TRUE,2,3.9,3795,7,27,14
FALSE,2054,MSc or MBA,Business analyst,FALSE,2,3.4,3915,3,13,17
FALSE,1815,MSc or MBA,Designer,TRUE,3,1.9,4565,2,18,30
FALSE,1856,MSc or MBA,Developer,TRUE,2,3,5561,2,27,3
FALSE,1954,BSc,Developer,TRUE,2,4.6,5454,0,22,16
FALSE,2105,BSc,Business analyst,FALSE,4,3.3,4122,1,8,6
FALSE,1805,BSc,Designer,TRUE,1,4,4172,4,27,12
FALSE,1803,BSc,Junior developer,TRUE,3,2.8,4022,11,16,12
FALSE,1874,BSc,Junior developer,FALSE,3,1.3,4064,1,24,17
FALSE,2374,BSc,Developer,FALSE,4,3.7,5994,12,30,15
FALSE,1955,BSc,Business analyst,FALSE,3,4.3,3947,6,6,33
FALSE,2476,MSc or MBA,Business analyst,FALSE,3,2.8,4067,4,13,36
FALSE,1975,BSc,Junior developer,TRUE,2,3.1,3914,3,12,9
FALSE,1660,BSc,Developer,FALSE,4,2,6039,2,17,11
FALSE,1834,BSc,Junior developer,TRUE,2,3.3,3840,8,34,17
FALSE,2121,BSc,Junior designer,FALSE,2,2.7,3811,4,19,34
FALSE,1906,BSc,Senior developer,TRUE,2,2,6652,14,2,24
FALSE,1914,MSc or MBA,Associate,FALSE,4,2.3,5313,7,25,10
FALSE,2023,BSc,Senior developer,TRUE,4,1.6,7239,8,9,34
FALSE,2400,DSc or PhD,Associate,TRUE,3,2.2,5232,6,12,9
FALSE,1978,BSc,Junior developer,FALSE,3,2.2,3928,7,35,14
FALSE,2270,MSc or MBA,Designer,FALSE,3,4.3,4693,1,10,6
FALSE,2158,BSc,Associate,FALSE,5,3.3,5703,9,12,19
FALSE,1617,BSc,Developer,FALSE,4,3.1,5942,11,30,30
TRUE,1870,MSc or MBA,Junior developer,TRUE,1,2.4,3692,8,18,20
FALSE,1878,BSc,Junior developer,TRUE,4,1.3,4123,6,20,19
FALSE,2325,BSc,Junior developer,TRUE,5,4.7,4475,1,15,20
TRUE,2573,BSc,Junior developer,FALSE,3,3.3,4090,8,14,31
FALSE,2387,BSc,Junior developer,TRUE,3,2.7,4109,12,23,23
FALSE,1967,MSc or MBA,Junior designer,TRUE,4,2.9,4176,5,34,16
TRUE,1561,BSc,Associate,TRUE,3,4.1,5093,9,11,25
FALSE,1903,BSc,Business analyst,FALSE,3,2,4053,8,33,17
FALSE,2022,BSc,Developer,TRUE,3,3.3,5746,2,18,18
FALSE,2241,BSc,Consultant,TRUE,3,2.5,7450,5,31,7
FALSE,2171,BSc,Associate,TRUE,3,2.6,5176,5,33,20
FALSE,1651,BSc,Developer,TRUE,3,2.3,5685,2,11,3
TRUE,1888,BSc,Junior designer,TRUE,4,3.5,4143,7,17,19
FALSE,2019,MSc or MBA,Junior designer,FALSE,4,4.5,4192,1,9,6
FALSE,2107,BSc,Junior developer,FALSE,3,4,3964,2,26,25
FALSE,2006,BSc,Junior developer,FALSE,4,3.2,4239,1,23,9
TRUE,1583,MSc or MBA,Junior developer,TRUE,2,2.6,3912,2,21,12
TRUE,2034,BSc,Developer,FALSE,2,1.9,5568,5,22,25
FALSE,2410,BSc,Associate,TRUE,3,3.6,5127,2,24,34
TRUE,2042,BSc,Junior developer,TRUE,4,1,4117,3,14,27
TRUE,2292,MSc or MBA,Junior designer,FALSE,4,2.1,4214,2,27,28
FALSE,2264,BSc,Junior designer,TRUE,4,2.7,4281,4,11,9
FALSE,2286,MSc or MBA,Designer,TRUE,3,2.8,4594,0,13,12
FALSE,1856,BSc,Business analyst,TRUE,2,2.9,3761,7,22,16
FALSE,2017,BSc,Developer,TRUE,4,2.8,5932,1,39,13
FALSE,2467,MSc or MBA,Associate,FALSE,4,2,5416,4,16,29
FALSE,1662,BSc,Junior developer,TRUE,2,3.2,3822,3,7,7
FALSE,2005,MSc or MBA,Developer,FALSE,3,2.6,5809,6,26,5
TRUE,2312,BSc,Associate,FALSE,4,3.1,5434,10,6,29
FALSE,1821,BSc,Junior developer,TRUE,3,2.8,3945,2,17,26
TRUE,1812,MSc or MBA,Developer,TRUE,1,2.2,5299,8,26,9
FALSE,1765,MSc or MBA,Designer,TRUE,2,2.2,4319,2,13,20
FALSE,1891,BSc,Designer,TRUE,2,2.5,4378,2,3,26
FALSE,1496,BSc,Junior developer,TRUE,5,3,4449,3,27,8
TRUE,2309,BSc,Developer,FALSE,5,3.9,6290,6,24,22
FALSE,2509,BSc,Designer,TRUE,5,4.3,4996,1,20,19
FALSE,2325,BSc,Lead developer,TRUE,3,4.2,9138,7,24,33
FALSE,2189,MSc or MBA,Junior designer,FALSE,2,3.4,3894,6,13,14
FALSE,1912,BSc,Developer,TRUE,2,2.5,5527,3,17,13
FALSE,2176,MSc or MBA,Senior developer,TRUE,4,3,7234,1,12,32
FALSE,1974,MSc or MBA,Senior developer,TRUE,2,2.3,6679,8,24,10
FALSE,2421,MSc or MBA,Junior developer,TRUE,4,2.2,4195,4,18,9
FALSE,2228,DSc or PhD,Designer,TRUE,4,3.2,4725,4,22,28
FALSE,2059,DSc or PhD,Lead developer,TRUE,2,3.3,8764,5,25,23
FALSE,2305,MSc or MBA,Junior developer,TRUE,2,2,3940,4,31,1
FALSE,2165,BSc,Junior developer,FALSE,4,2.1,4260,3,4,26
FALSE,1869,BSc,Junior designer,TRUE,1,3.5,3586,1,37,8
FALSE,2171,MSc or MBA,Junior developer,FALSE,4,3.7,4255,6,3,28
FALSE,1985,BSc,Developer,TRUE,3,2.6,5709,5,36,44
FALSE,2158,BSc,Business analyst,TRUE,4,2.5,4210,1,9,16
FALSE,2334,BSc,Consultant,TRUE,4,2.5,7850,4,25,25
FALSE,2002,BSc,Junior developer,TRUE,3,1.4,4036,6,21,6
TRUE,2254,MSc or MBA,Lead developer,TRUE,2,2.1,8748,2,19,32
TRUE,1703,MSc or MBA,Junior developer,TRUE,2,1.9,3906,4,11,23
FALSE,1820,MSc or MBA,Associate,FALSE,3,2.5,5238,4,13,14
TRUE,2094,MSc or MBA,Associate,TRUE,4,3,5423,2,26,15
FALSE,1487,BSc,Business analyst,FALSE,2,2.8,3785,4,25,9
FALSE,1950,BSc,Business analyst,FALSE,3,2.8,3933,2,23,19
FALSE,2216,BSc,Business analyst,TRUE,4,3.1,4275,2,24,10
FALSE,1975,MSc or MBA,Developer,FALSE,3,3.3,5789,8,17,18
FALSE,2240,MSc or MBA,Senior developer,TRUE,2,4.3,6613,2,34,21
FALSE,2014,BSc,Developer,TRUE,4,3,5954,10,37,27
FALSE,1562,BSc,Designer,FALSE,3,1.7,4578,4,12,19
FALSE,1857,MSc or MBA,Business analyst,FALSE,4,3.8,4135,15,31,19
TRUE,1756,BSc,Developer,TRUE,1,1.9,5270,1,13,31
FALSE,1955,BSc,Junior designer,FALSE,2,2,3808,2,31,11
FALSE,2254,BSc,Developer,TRUE,4,2.2,5952,0,10,14
FALSE,1502,BSc,Junior developer,TRUE,2,4.3,3835,2,14,14
FALSE,1893,MSc or MBA,Developer,FALSE,2,2.7,5591,9,27,20
FALSE,2029,BSc,Junior developer,TRUE,3,4.8,4039,9,27,11
FALSE,1777,MSc or MBA,Business analyst,TRUE,1,1.9,3693,11,25,14
TRUE,2083,MSc or MBA,Developer,TRUE,2,1.9,5589,10,10,38
FALSE,2103,BSc,Junior developer,FALSE,3,1.8,4002,11,30,34
FALSE,1992,BSc,Junior developer,TRUE,4,2.4,4240,3,24,24
TRUE,2643,MSc or MBA,Junior designer,FALSE,3,3.8,4085,6,14,16
FALSE,1949,BSc,Junior designer,TRUE,1,2.7,3593,4,39,9
FALSE,2068,MSc or MBA,Associate,FALSE,3,3.2,5249,2,41,30
FALSE,2256,BSc,Business analyst,FALSE,3,2.6,4018,8,11,26
FALSE,2204,MSc or MBA,Business analyst,FALSE,4,2.7,4290,6,13,22
TRUE,1948,BSc,Senior developer,TRUE,2,2.7,6553,0,21,39
FALSE,2095,BSc,Junior designer,FALSE,3,4.9,4078,4,16,15
FALSE,2604,MSc or MBA,Senior developer,TRUE,2,3.3,6627,4,37,10
TRUE,1587,BSc,Junior developer,TRUE,4,3.9,4263,10,21,10
FALSE,2128,BSc,Business analyst,FALSE,4,1.6,4274,8,21,30
FALSE,1853,BSc,Junior developer,FALSE,1,3.5,3617,1,12,24
FALSE,1751,BSc,Junior designer,TRUE,4,3.9,4219,3,44,25
TRUE,2036,MSc or MBA,Junior designer,TRUE,3,2.3,4125,2,14,20
FALSE,1996,BSc,Junior designer,TRUE,2,2.4,3752,7,23,25
TRUE,1552,BSc,Business analyst,FALSE,2,3.2,3851,3,21,42
FALSE,2009,MSc or MBA,Associate,FALSE,3,3,5190,4,25,22
FALSE,2048,MSc or MBA,Developer,TRUE,3,3.3,5809,4,9,14
FALSE,2044,MSc or MBA,Designer,TRUE,2,4.6,4348,0,4,12
FALSE,1736,BSc,Principal consultant,TRUE,2,3.3,9299,5,31,37
FALSE,2119,BSc,Business analyst,FALSE,2,4.9,3842,8,26,16
TRUE,2345,BSc,Developer,TRUE,2,2.5,5545,5,37,21
FALSE,2114,BSc,Junior designer,TRUE,4,3.7,4154,0,26,12
FALSE,2087,BSc,Junior developer,FALSE,4,3.6,4125,5,28,21
FALSE,1838,BSc,Designer,FALSE,3,3.4,4653,10,25,11
FALSE,2221,BSc,Junior developer,FALSE,2,3.3,3829,16,21,9
FALSE,1793,MSc or MBA,Designer,FALSE,2,5,4439,4,26,24
